z mu
0.01 29.942352622342902
0.03313131313131313 30.276101168573422
0.056262626262626264 30.69376649712634
0.07939393939393939 30.63891140038503
0.10252525252525252 30.56222928428856
0.12565656565656566 30.883719885375758
0.1487878787878788 30.825063912722506
0.17191919191919192 30.764097054122114
0.19505050505050506 30.87609317224724
0.2181818181818182 31.030938986852206
0.2413131313131313 30.974059940618467
0.2644444444444444 30.94856396388354
0.2875757575757576 31.27968108897407
0.3107070707070707 31.121719456381648
0.3338383838383838 31.483785757563012
0.356969696969697 31.61500338655586
0.3801010101010101 31.621125878564193
0.4032323232323232 31.259917263676556
0.4263636363636364 31.116014273695576
0.4494949494949495 31.77949677614947
0.4726262626262626 31.701632945538904
0.4957575757575758 31.79245871175698
0.5188888888888888 31.852931195497696
0.5420202020202021 32.12184127419877
0.5651515151515152 32.17748346126345
0.5882828282828283 31.902042109991914
0.6114141414141414 32.15069904428999
0.6345454545454545 32.00393148298475
0.6576767676767676 32.42342430976327
0.6808080808080809 32.337197771480255
0.703939393939394 32.58632675879777
0.7270707070707071 32.665052302218285
0.7502020202020202 32.27605536092081
0.7733333333333333 32.51906786806718
0.7964646464646464 32.631473431701195
0.8195959595959595 33.0598593050493
0.8427272727272728 32.71018695978004
0.8658585858585859 33.05505379792236
0.888989898989899 32.98643330500056
0.9121212121212121 33.45343754235954
0.9352525252525252 33.410201927131176
0.9583838383838383 33.35634768306906
0.9815151515151516 33.214981187835654
1.0046464646464646 33.405769083968885
1.0277777777777777 33.429770224496224
1.050909090909091 33.617603146813394
1.0740404040404041 33.80859678378578
1.0971717171717172 33.72843373720738
1.1203030303030304 33.76599045137796
1.1434343434343435 33.86075917595115
1.1665656565656566 33.55524431549801
1.1896969696969697 34.1141588017165
1.2128282828282828 33.95921522225627
1.235959595959596 34.0799590052208
1.259090909090909 34.033415168739424
1.2822222222222222 34.4045283306666
1.3053535353535353 34.18974640205643
1.3284848484848484 34.488328414988686
1.3516161616161617 34.678608484225464
1.3747474747474748 34.346540835274155
1.397878787878788 34.70030781790311
1.421010101010101 34.612850189536275
1.4441414141414142 34.700002052646106
1.4672727272727273 34.66937512294426
1.4904040404040404 34.73820846968773
1.5135353535353535 35.105439926375745
1.5366666666666666 35.035483332223016
1.5597979797979797 34.87372752345259
1.5829292929292929 34.78725671720823
1.606060606060606 35.24170458835984
1.629191919191919 35.14970507122737
1.6523232323232324 35.355120206122756
1.6754545454545455 35.27467085240936
1.6985858585858586 35.57835602853848
1.7217171717171718 35.64208780381748
1.7448484848484849 35.42782790505344
1.767979797979798 35.93470554104821
1.791111111111111 35.60166282262232
1.8142424242424242 36.173942835433316
1.8373737373737373 35.83106691880485
1.8605050505050504 36.13383788378271
1.8836363636363636 36.00456829579955
1.9067676767676767 36.08708867537694
1.9298989898989898 36.136474619673315
1.9530303030303031 36.18838933805227
1.9761616161616162 36.43834235029958
1.9992929292929293 36.413274383448766
2.022424242424242 36.283166533181024
2.045555555555555 36.706423492594084
2.0686868686868682 36.35673477427348
2.091818181818182 36.50340789466601
2.114949494949495 36.8252109978396
2.138080808080808 36.89849916337082
2.161212121212121 37.0212467655158
2.1843434343434343 36.953799532821755
2.2074747474747474 37.100576860977604
2.2306060606060605 37.5532883438023
2.2537373737373736 37.095611223034204
2.2768686868686867 37.25297485613975
2.3 37.386550825343626
